material_id,formula_pretty,volume,density,formation_energy_per_atom,energy_above_hull,band_gap,total_magnetization
mp-10659,Ho,93.2695587710775,8.809087656317923,0.015270595000004002,0.015270595000004002,0.0,0.0006709999999990001
mp-1104251,B,117.09666876429608,2.299649687534881,0.21466703350000002,0.21466703350000002,0.0,0.0005542
mp-1178932,Te,62.292376095701755,6.802912272045447,0.05409545333333501,0.05409545333333501,0.0,3e-07
mp-1187073,Sr,171.40012946985928,2.546610089482066,0.002934636666665,0.0029346366666670003,0.0,0.012476899999999002
mp-161,B,811.6343108154776,2.322436593707364,0.019747466261904,0.019747466261904,0.0,1e-07
mp-1055932,Sc,24.35331188221973,3.065334543066161,0.052474915000001,0.052474915000001,0.0,0.0115027
mp-1186440,Pm,104.34112668711941,6.922816696593807,0.007940435833333,0.007940435833337001,0.0,6e-07
mp-1094122,Mg,202.98343202608993,1.7894791436807,0.003384133333333,0.003384133333333,0.0,1e-07
mp-1184569,Hg,55.57240581133309,11.987515260725537,0.024823714999996003,0.024823714999996003,0.0,0.0
mp-121,Hg,26.41264608436265,12.610911088022158,0.016982612499994002,0.016982612499994002,0.0,1e-07
mp-1057273,Pb,64.83532329528533,10.613464300394392,0.067816855000003,0.067816855000003,0.0,1.3e-06
mp-11,As,45.22928128494773,5.50131420167325,0.011004127499999001,0.011004127499999001,0.0,0.0
mp-1187769,Xe,196.9749745508766,3.320480017853266,0.00214107,0.00214107,6.2294,8.010000000000002e-05
mp-1228790,B,820.1293109260697,2.298380510285459,0.190684579500001,0.1906845795,0.0,1.3e-06
mp-1184502,In,79.25809169053682,7.21666786881432,0.007490013333333,0.0074900133333350005,0.0,1e-07
mp-569567,C,79.04177668450909,3.532553594355206,0.117805412142857,0.117805412142857,4.4229,0.0
mp-2739273,Nb,128.3315983128445,8.415095961417682,0.011771527142859001,0.011771527142858,0.0,7.699999999999999e-06
mp-972364,Yb,89.12784521366409,9.6717141336346,0.0007620549999950001,0.0007620549999950001,0.0,0.0097687
mp-972256,Xe,85.78650724921306,2.541392145011402,0.0,0.0,6.1673,0.0
mp-169,C,18.305440952101463,2.179050113817426,0.0007906250000000001,0.0007906250000000001,0.094599999999999,0.0
mp-541848,B,925.9557680028216,2.093864042636918,0.7090749072222221,0.7090749072222221,0.0,0.0
mp-86,Sm,101.92044132891179,7.349222122622901,0.004673933333331001,0.004673933333329001,0.0,1.76e-05
mp-611219,Hg,85.83374044323989,3.880613027572274,0.228486112499993,0.228486112499993,1.761099999999999,0.0
mp-569517,C,56.46924149883774,3.531876126844723,0.12029307100000002,0.12029307100000002,4.5686,0.0
mp-610917,O2,36.26894452748959,1.4650345702308512,0.012108549999999002,0.012108549999999002,1.3227,2.0
mp-973198,Na,111.15610957684375,1.030318807132385,0.0047273466666660005,0.0047273466666660005,0.0,3e-07
mp-680372,C,601.9438089199996,1.98798322695879,0.40914998149999804,0.40914998149999804,0.7159,0.0
mp-2629196,Hg,95.13840631709425,10.503251344965367,0.0008525383333330001,0.0008525383333330001,0.40890000000000004,0.0
mp-867126,Rb,283.05749233269677,1.504174501795672,0.024408722499999,0.024408722499999,0.0,1.1200000000000001e-05
mp-2516584,C,37.48177786494673,2.128419486070265,0.0023171524999990004,0.0023171524999990004,1.4276,0.0
mp-569416,C,95.27008968843575,1.6747532544832562,0.00210089125,0.00210089125,0.10560000000000001,0.0
mp-569304,C,57.80634416732178,1.380072508121142,0.009060210000001,0.009060210000001,0.0148,0.0
mp-23152,Bi,73.1719777495792,9.485055058267159,0.0,0.0,0.0,1e-07
mp-569007,Ga,400.28880236733096,6.363182838061868,0.08874567863636201,0.08874567863636201,0.0,1e-07
mp-570087,Gd,102.69626223207086,7.6279242071958855,0.028687346666676,0.028687346666671002,0.0,23.918869
mp-972351,Tl,90.55096031684234,11.244048203015106,0.008828969999996,0.008828969999996,0.0,1e-07
mp-981544,Pr,110.13740314118233,6.373384089359626,0.022790668333333,0.022790668333335002,0.0,6.599999999999999e-06
mp-974788,Nd,107.10960369630521,6.708627455768828,0.010861629166669001,0.010861629166669001,0.0,0.000245999999999
mp-975590,Kr,141.71468334419296,2.945704342400072,0.0,0.0,7.174799999999999,1.7e-06
mp-973571,Lu,89.06653365323558,9.786151777174757,4.736951571734001e-15,0.0,0.0,1.6421141000000001
mp-989737,Ag,54.15478637716398,9.922633184978451,0.010381675000004,0.010381675000001,0.0,0.0
mp-979286,Xe,96.06897450838923,2.269381522877351,0.006007709999999,0.006007709999999,6.1713000000000005,0.0
mp-982872,Hg,31.515595321493592,10.568974755876773,0.020471135000001,0.020471135000001,0.0,7.49e-05
mp-975065,Re,44.43258012896774,20.876842875896905,0.011058360833336,0.011058360833338,0.0,4.8400000000000004e-05
mp-568584,N2,370.79685632138734,1.0036189759487,0.0016779218750000002,0.0016779218750000002,6.9553,0.0
mp-1077457,Eu,265.1629337239829,5.709896670086036,0.08845976166666401,0.088459761666662,0.0,47.9910703
mp-1268191,Si,97.67866774258873,2.864723958637294,0.36004447499999903,0.36004447500000003,0.0,0.0
mp-582819,Pu,174.90623391594386,18.532056779410922,0.0,0.0,0.0,18.4232833
mp-601273,Sc,149.1583404005527,3.002891341516499,0.127706965000001,0.127706965000001,0.0,0.003424
mp-1247808,Se,105.50836142676572,4.970835028643483,0.147542163437499,0.147542163437499,0.0,2e-07
mp-1064307,Te,141.04455128607307,6.009017235083557,0.09580174749999701,0.09580174749999701,0.0,1e-07
mp-2018526,Sc,150.07969205343008,2.984456342996296,0.17160951833333302,0.17160951833333302,0.0,0.0003603
mp-1095086,Ta,176.40398548089271,13.626495929299487,1.329314316249998,1.329314316249998,0.0,0.0
mp-669382,Co,518.2483778753971,8.686182789108294,0.11766239086956701,0.11766239086956701,0.0,76.6796185
mp-1067619,Ge,156.1916750206266,3.089064965386785,0.476145725,0.476145725,0.0,6.4e-06
mp-555915,S,1965.586216616651,1.950386762598011,0.013625012604167002,0.013625012604167002,2.574799999999999,0.0
mp-730101,H2,371.81239953751634,0.03601222016714,0.0,0.0,9.7197,0.0
mp-1182684,C,1477.9733965207647,1.079545092869862,1.529662770124999,1.529662770124998,0.26069999999999904,0.0002231
mp-1056418,Sr,462.2428501904091,0.314761889676732,1.399728133333333,1.399728133333333,0.371899999999999,1.1e-06
mp-1076920,U,56.552424949155096,20.967605070370404,0.385251289999999,0.385251289999999,0.0,0.00022439999999900002
mp-1246134,Ni,11.645268105377864,8.369294959089133,0.409910799999999,0.409910799999999,0.0,0.457778099999999
mp-568806,C,76.46980442737497,2.086495368405856,0.011936282499998,0.011936282499998,0.0,0.0
mp-1008283,Ba,165.70971951706846,2.752244697095029,0.727831655,0.727831655,0.0,1.1193396
mp-754382,He,18.66730692461352,0.356049054954342,0.0035665899999990005,0.0035665899999990005,16.586399999999998,0.0
mp-1056004,Mo,16.55880895475236,9.620988954273885,0.870806519999998,0.870806519999998,0.0,1e-07
mp-1056376,Zr,23.60958923376473,6.416080106759383,0.361779639999998,0.361779639999998,0.0,0.0
mp-1096950,Fe,12.82453751056623,7.230888772981805,0.47669942000000104,0.47669942000000104,0.0,2.3952592
mp-1040425,C,93.59765350418738,0.426169585419898,0.01760497,0.01760497,0.0001,0.0
mp-2049878,C,38.11517595100074,1.046524702953852,0.012914430000000001,0.012914430000000001,1.621,0.0
mp-19858,Sr,330.0520197367688,2.6449727494144453,0.23638998333333303,0.23638998333333303,0.0,8.750000000000004e-05
mp-72,Ti,51.05915967771039,4.670172247408194,0.0,0.0,0.0,7.360000000000001e-05
mp-1977495,Sc,70.48815064594508,3.177174353414226,0.065322404999998,0.065322404999998,0.0,0.0418928
mp-34,Si,14.667926068037133,3.1795272036870372,0.30530073,0.30530073,0.0,0.0
mp-605790,Ba,63.01500555783136,3.618770582979633,0.17547373,0.17547373,0.0,0.074935099999999
mp-1055985,B,9.124851294870863,1.9673841544249142,0.7073052808333341,0.7073052808333341,0.0,1e-07
mp-10861,Hg,82.43651941119958,12.121600975454635,0.002960459166663,0.0029604591666580003,0.0,1e-07
mp-990448,C,44.527298939160254,0.895820634542786,0.013120765000000001,0.013120765000000001,9.999999999998901e-05,0.0
mp-1094136,Ni,142.34686072797308,2.738737845096086,0.7398515400000001,0.7398515400000001,0.0,2.8764843
mp-1009460,Hf,65.81631558743366,13.509854601494458,0.032178136666658,0.032178136666665004,0.0,1e-06
mp-1063005,Li,61.27228985134278,0.5643236945722541,0.015670883333333,0.015670883333333,0.0,1.86e-05
mp-1178608,Zr,56.04331444558559,2.7029275000963153,1.8015615899999982,1.8015615899999982,0.0,0.051356099999999
mp-1196961,Si,926.9934990971336,2.012401165721983,0.11045900649999901,0.11045900649999901,1.1285,3e-07
mp-1055956,Mg,24.534643906929844,1.6449964453045691,0.23651014,0.23651014,0.0,0.0
mp-754417,H2,6.926147766835766,0.24165290800485903,0.37902499500000003,0.37902499500000003,0.0,0.00014429999999900002
mp-11832,Cs,248.43025518532286,1.776713507615603,0.019877785000002,0.019877785000002,0.0,1.4200000000000001e-05
mp-1183484,Ca,174.55953806335285,1.525005978877473,0.008999964999999001,0.008999964999999001,0.0,0.140317
mp-10257,Ni,21.137589751186848,9.221740491591103,0.04583529000000101,0.04583529000000101,0.0,1.513000299999999
mp-1008634,Au,35.30141737751474,18.530172833626356,0.0021085050000020002,0.0021085050000020002,0.0,0.0
mp-1184554,Hg,56.95303685584097,11.696919067280017,0.005991672499995,0.005991672499995,0.23969999999999902,0.0
mp-1059256,Pr,74.09151755943236,6.316044408730344,0.045817938333335,0.045817938333335,0.0,3e-07
mp-1091415,Ge,182.58844844333856,5.284958991707766,0.006874353749999,0.006874353749999,0.0,0.0
mp-10172,Na,73.87639201807406,1.033494165918581,0.0,0.0,0.0,5e-07
mp-10649,Si,27.728754656287357,3.363805589763085,0.512949795,0.512949795,0.0,0.0
mp-1066100,O2,40.85692670689567,2.601040354295142,0.125710257499999,0.125710257499999,0.0,0.0
mp-103,Hf,44.52724349481806,13.312731475593225,0.0,0.0,0.0,0.0
mp-112,Y,67.55562608311241,4.370668906025714,0.0,0.0,0.0,1.3261023
mp-1183591,Cd,86.4220349760752,8.63959554144948,0.022316200000002003,0.022316200000002003,0.0,2e-07
mp-1184067,Dy,127.01013454978661,8.498143845890551,0.0022356624999980003,0.0022356624999980003,0.0,0.0010452
mp-1061298,N2,13.446433372544645,3.459456040459332,3.6303175850000002,3.6303175850000002,0.0,1.2e-06
mp-1187717,Y,136.09540898160526,4.339062964107292,0.043754524999997005,0.043754524999997005,0.0,2.3122796
mp-1008733,Ge,36.50683000577317,6.608163884881212,0.33113761499999905,0.33113761499999905,0.0,2e-07
mp-1066523,Mo,63.016002160781255,10.112486516877373,0.44212645999999706,0.44212645999999706,0.0,0.0059016
mp-1120747,Si,95.33915194426095,2.935021069765347,0.453742336666665,0.453742336666666,0.0,0.0
mp-1184113,Er,124.04228751792397,8.956303831475736,0.022770859166669002,0.022770859166669002,0.0,0.0005152
mp-1184511,In,105.83133600756192,7.206174720699193,0.004732852500001001,0.004732852500001001,0.0,7e-07
mp-1184755,K,153.79487059057647,0.8442967484979941,0.008696316249999001,0.008696316249999001,0.0,5.22e-05
mp-1186427,Pd,60.266094791546784,11.72895427047706,0.015005062500001002,0.015005062500001002,0.0,1.6115435
mp-1186444,Pb,123.65474148686283,11.129818087439,0.018983265000002,0.018983265000002,0.0,2e-07
mp-1007760,Ge,91.33347443716129,5.282687800552834,0.016676869999999,0.016676869999999,0.0,0.0
mp-1183710,Co,42.7539001077957,9.155737593091484,0.010616019999998,0.010616019999998,0.0,7.1299128
mp-1184709,Hg,113.50762188782835,11.73797938251093,0.010308889999997,0.010308889999997,0.25670000000000004,0.0
mp-10173,Li,40.20915440845307,0.573292417154018,0.005987748333333,0.005987748333333,0.0,0.0029984
mp-113,Tc,28.503381002021815,11.418493021249441,0.0,0.0,0.0,5e-07
mp-1183144,Al,63.58168668601001,2.818666903640435,0.0104807275,0.0104807275,0.0,1e-07
mp-1184367,Eu,175.40225406922127,5.754593293133332,0.012353204999996,0.012353204999996,0.0,32.2952826
mp-1186367,Pa,49.506312741226665,15.498795336734005,0.008681945000006,0.008681945000006,0.0,2.9e-05
mp-1186901,Re,59.243130605479955,20.87695196484333,0.0,0.0,0.0,9.499999999999994e-06
mp-1186916,Rh,55.20593724864403,12.381175752773109,0.021952465000001,0.021952465000001,0.0,0.0027886
mp-10597,Ag,34.77213082803506,10.302466709886353,0.007668675000001001,0.007668675000001001,0.0,1e-06
mp-2646990,W,33.22780335131674,18.374582200098803,0.496044660000002,0.496044660000002,0.0,7.9e-06
mp-1203790,Si,1579.409195104524,2.00791585028713,0.08439319661764601,0.08439319661764601,1.359999999999999,0.0
